γ_pm0_1,γ_pm0_3,γ_pm0_5,γ_pm1_0,γ_pm2_5,γ_pm5_0,γ_pm10_0
0.00023986569631751027,0.06572507284614477,1.2292630074110578,3.24278063855202,13.843837129093371,19.467326438842676,19.467326438842676
0.00045795869785267165,0.1270715040598955,1.8565265405203764,5.815332318069983,26.650074745396925,34.35451265982,34.35451265982
0.0006293987815538897,0.17858447392327054,3.234861257094509,10.110618109258013,46.153377198701165,59.76460576686976,59.76460576686976
0.0009169734187253521,0.2585765073362508,4.428118253239007,13.978284256520135,65.25384534850907,82.74047943787092,82.74047943787092
0.0010438143308727727,0.28887502197883425,5.141370889567928,16.497437942222945,76.23159420492385,93.75473092223864,93.75473092223864
0.0010719436827893926,0.29259597415299543,5.684391959488305,17.96859728995357,81.13751798702539,96.31528841573186,96.31528841573186
0.001029916425601532,0.283894882639874,5.725826452654813,18.280176541284767,83.22468029774765,99.76159076035712,99.76159076035712
0.0010090187305730426,0.27822557405555404,5.561842401184723,17.875463497951323,81.18355503679891,94.60270795287425,94.60270795287425
0.0010173017960575165,0.27637843342558976,5.578843593100662,17.86741237710004,82.60977161279929,98.42236746274659,98.42236746274659
0.0009932155907799458,0.27419150753601756,5.4266366811208275,16.96064023896155,79.78946049500257,97.93208124246149,97.9692113052307
